artist_id,artist_mbid,name,sort_name,artist_type,gender,artist_comment,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,area_name,area_mbid,begin_area_name,begin_area_mbid,end_area_name,end_area_mbid,aliases_text,artist_tags_text,isni_text,ipi_text,film_ct_in_spine,soundtrack_release_group_ct_in_spine,electronic_producer,jazz_traditional,media_composer_orchestral,pop_vocalist,rock_artist_band,world_folk_regional,lfm_artist_status,lfm_artist_listeners,lfm_artist_playcount,lfm_artist_url,lfm_artist_query_method,lfm_artist_pulled_at
359,8970d868-0723-483b-a75b-51088913d3d4,Moby,Moby,Person,Male,electronic musician Richard Melville Hall,1965.0,9.0,11.0,,,,United States,489ce91b-6658-3307-9877-795b68554c98,Harlem,7e037c94-d999-4611-a8fd-56e8770f2e3c,,,DJ Moby | Moby | モービー,electronic | ambient | downtempo | techno | electronica | house | pop rock | vegan | ambient techno | american | pop | rock | trance | trip hop | composer | compositeur | dance and electronica | lyricist | parolier | play | producer | producteur | rave,0000000041815776 | 000000005705334X | 0000000078243206,00232910003 | 00232910101 | 00232910692,1,1,True,False,True,True,True,False,ok,3595947.0,137485060.0,https://www.last.fm/music/Moby,mbid,2026-01-28 22:27:30.725322+00:00
514,f0602f55-1770-483d-89bd-4bae0d0ac086,Jennifer Lopez,"Lopez, Jennifer",Person,Female,American singer and actress aka J.Lo,1969.0,7.0,24.0,,,,United States,489ce91b-6658-3307-9877-795b68554c98,The Bronx,eb4a386e-1178-4e3a-a371-30418dd6fd2e,,,J Lo | J-Lo | J. Lo | J.Lo | JLO | Jennifer Lopez | Jennifer Lynn Lopez | ジェニファー・ロペス,pop | latin pop | contemporary r&b | dance | dance-pop | electro house | electronic | latin | pop rap | reggaeton | pop and chart,0000000121299281,00352848639 | 00352848737,2,2,True,False,False,True,False,True,ok,3703578.0,70963883.0,https://www.last.fm/music/Jennifer+Lopez,mbid,2026-01-28 22:27:30.725322+00:00
920,aaf09f31-bb5c-43e5-9f54-bb6554c33a71,The Crystal Method,"Crystal Method, The",Group,,,1993.0,,,,,,Los Angeles,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Las Vegas,cd22d0ba-c79b-45b3-a8e0-617b240df5f0,,,"Crystal Method, The | The Chrystal Method | The Cystal Method | Thze Crystal Method | crystal method",big beat | electronic | electronica | breakbeat,0000000110919211,,1,1,True,False,False,False,False,False,ok,998273.0,20834358.0,https://www.last.fm/music/The+Crystal+Method,mbid,2026-01-28 22:27:30.725322+00:00
938,618b6900-0618-4f1e-b835-bccb17f84294,Eric Clapton,"Clapton, Eric",Person,Male,,1945.0,3.0,30.0,,,,United Kingdom,8a754a16-0027-3a29-b6d7-2b40ea0481ed,Ripley,d39111ed-55a2-4b4a-9d4b-57666b1b7932,,,Eric Claption | Eric Patrick Clapton | Slowhand,blues rock | blues | rock | soft rock | 2008 universal fire victim | british rhythm & blues | electric blues | montreux | pop rock | acoustic blues | british | british blues | hard rock | has german audiobooks | pop | pop/rock | psychedelic rock | reggae | 24 nights | clapton | classic pop and rock | eric clapton,0000000108964267 | 0000000368552322,00041122734,1,1,False,True,False,True,True,False,ok,3381779.0,80762709.0,https://www.last.fm/music/Eric+Clapton,mbid,2026-01-28 22:27:30.725322+00:00
949,7746d775-9550-4360-b8d5-c37bd448ce01,“Weird Al” Yankovic,"Yankovic, Weird Al",Person,Male,,1959.0,10.0,23.0,,,,United States,489ce91b-6658-3307-9877-795b68554c98,Downey,a93d4bb1-a102-4ab3-8d0e-f0391a8ffa43,,,"""Weird"" Al Yankovic | ""Wierd Al"" Yankovic | ""weird al"" yankovic | ''Weird Al'' Yankovic | 'Weird Al' Yankovic | Al Yankovic | Alfred Matthew Yankovic | Alfred Yankovic | Weird Al | Weird Al Yankovic | Weird Al Yankovich | Wierd Al Yankovic | Yankovic Weird Al | ワイアード・アル・ヤンコヴィック",comedy | parody | polka | accordion | comedy rock | pop | funny | rock | comedy rap | musical comedy | musical parody | american | humor | pizza | ponycore | silly name | star,0000000078266328,00048262282 | 00223924089 | 00223924187 | 00583791406,4,3,False,False,False,True,True,False,ok,4808.0,161060.0,https://www.last.fm/music/%E2%80%9CWeird+Al%E2%80%9D+Yankovic,mbid,2026-01-28 22:27:30.725322+00:00
956,5441c29d-3602-4898-b1a1-b77fa23b8e50,David Bowie,"Bowie, David",Person,Male,English singer‐songwriter,1947.0,1.0,8.0,2016.0,1.0,10.0,England,9d5dd675-3cf4-4296-9e39-67865ebee758,Brixton,61941444-5a83-43e2-ba48-4db7438e0f26,New York,74e50e58-5deb-4b99-93a2-decbb365c07f,Bowie | David Jones | David Robert Jones | Davie Bowie | Davis Bowie | Davy Jones | Harry the Butcher | The Thin White Duke | Ziggy Stardust | Дэвид Боуи | デビッド・ボウイ | デヴィッド・ボウイ | 데이비드 보위,art rock | glam rock | alternative rock | pop | art pop | rock | british | uk | new wave | pop rock | actors | classic rock | arrangers | composers | glam rock music | glam rock musicians | rock music | rock musicians | singers | sound recording executives and producers | permanent wave | 80s | alternative | avant-garde pop | blue-eyed soul | electronic | experimental | experimental rock | funk | post-disco | psychedelic pop | singer-songwriter | soul | aln-sh | britannique | classic pop and rock | english | pop/rock | server name | death by liver cancer | killed by 2016!,0000000114448576 | 0000000458257298,00003960406 | 00015471209,1,1,True,False,False,True,True,False,ok,5504866.0,395348510.0,https://www.last.fm/music/David+Bowie,mbid,2026-01-28 22:27:30.725322+00:00
964,75167b8b-44e4-407b-9d35-effe87b223cf,Neil Young,"Young, Neil",Person,Male,"Canadian singer, songwriter & musician",1945.0,11.0,12.0,,,,Canada,71bbafaa-e825-3e15-8ca9-017dcad1748b,Toronto,74b24e62-d2fe-42d2-9d96-31f2da756c77,,,Bernard Shakey | N. Young | Neil Percival Young | Neil Young & Crazy Horse | Neil Young & Friends | Neil Young & the Shocking Pinks | Niel Young,folk rock | rock | country rock | folk | canadian | hard rock | classic rock | contemporary folk | country | singer/songwriter | 2008 universal fire victim | blues | singer-songwriter | classic pop and rock | shocking,0000000373889026,00033411035,2,1,False,True,False,False,True,True,ok,2672645.0,109580654.0,https://www.last.fm/music/Neil+Young,mbid,2026-01-28 22:27:30.725322+00:00
1030,5968383c-11c1-4c5b-ada0-504a38cec8e7,Nusrat Fateh Ali Khan,"Fateh Ali Khan, Nusrat",Person,Male,,1948.0,10.0,13.0,1997.0,8.0,16.0,Pakistan,7c87112d-504d-31f1-8147-11ff45fc3bfd,Faisalabad,0b4a59f7-b984-4b12-a52f-d24b4bc86ad1,Kensington and Chelsea,b9576171-3434-4d1b-8883-165ed6e65d2f,"Khan, Nusrat Fateh Ali | NFAK | Nursat Fateh Ali Khan | Nusrat Faeh Ali Khan | Nusrat Fatah Ali Khan | Nusrat Fatch Ali Khan | Nusrat Fateh Ali Kahn | Nusrat Fateh Ali Khah | Nusrat Fatha Ali Khan | Nusrath Fateh Ali Khan | Ustad Nusrat Fateh Ali Khan | نصرت فتح علی خان | ਨੁਸਰਤ ਫਤਿਹ ਅਲੀ ਖਾਨ | ヌスラット・ファテ・アリー・ハーン | ヌスラト・ファテー・アリー・ハーン",qawwali | pakistani | sufi | classical | ghazal | world | ascetic | asian | classical folk | pakistani qawwali | punjabi | religious | vocals,0000000109289136,00162342985,1,1,False,False,False,False,False,True,ok,251391.0,2938015.0,https://www.last.fm/music/Nusrat+Fateh+Ali+Khan,mbid,2026-01-28 22:27:30.725322+00:00
1049,9092d8e1-9b38-4372-a96d-000b8561a8bc,LeAnn Rimes,"Rimes, LeAnn",Person,Female,US country & pop singer,1982.0,8.0,28.0,,,,United States,489ce91b-6658-3307-9877-795b68554c98,Jackson,4591c662-32c8-4278-9e28-fa509e6c57aa,,,Le Ann Rimes | LeAnn Rymes | Lean Rimes | Leann Rimes | Leanne Rimes | Lee Ann Rimes | LeeAnn Rimes | Margaret LeAnn Rimes Cibrian | leann rimes,country | pop | contemporary country | adult contemporary | country pop | teen pop | classic pop and rock,0000000114700727,00189396603,1,1,False,False,False,True,False,True,ok,917316.0,10500739.0,https://www.last.fm/music/LeAnn+Rimes,mbid,2026-01-28 22:27:30.725322+00:00
1051,980ee2d8-2ee9-407b-b48e-48360fbc7437,Andrew Lloyd Webber,"Lloyd Webber, Andrew",Person,Male,English composer and impresario of musical theatre,1948.0,3.0,22.0,,,,United Kingdom,8a754a16-0027-3a29-b6d7-2b40ea0481ed,Kensington,a37eca4d-c1e2-48a3-bcba-61796db97ebf,,,A. L. Webber | A.L.Vēberis | Andrew Lloyd Weber | Andrew Lloyd-Webber | Andrew Loyd Webber | Andrew Webber | Andrey Lloyd Webber | Lloyd Webber | Webber | Эндрю Ллойд Уэббер,musical | british | uk | classical | composer | english,0000000120266779,00035392878 | 00135186578,1,1,False,False,True,False,False,False,ok,884755.0,23844526.0,https://www.last.fm/music/Andrew+Lloyd+Webber,mbid,2026-01-28 22:27:30.725322+00:00
1197,da7bb7d8-557d-4635-9ca1-e6e985525bd5,Randy Newman,"Newman, Randy",Person,Male,American singer‐songwriter and score composer,1943.0,11.0,28.0,,,,United States,489ce91b-6658-3307-9877-795b68554c98,Los Angeles,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,,,Newman | Radny Newman | Randall Newman | Randall Stuart | Randall Stuart Newman | Randi Newman | Randy Newman | Randy Newmann | Randy Newmen | Stuart Newman | ランディ・ニューマン,film soundtrack | singer-songwriter | film score | pop | pop rock | rock | americana | children's music | cinematic classical | classical | comedy music | movie tunes | piano rock | r&b | singer/songwriter | soul | american | classic pop and rock | folk | pop/rock | soundtrack | soundtracks,0000000108970392,00022282713 | 00022282811 | 00125728769,4,4,False,False,True,True,True,True,ok,1026885.0,13318409.0,https://www.last.fm/music/Randy+Newman,mbid,2026-01-28 22:27:30.725322+00:00
1208,db3c0a20-bf05-4b30-ac22-f294aea24172,Aimee Mann,"Mann, Aimee",Person,Female,,1960.0,9.0,8.0,,,,United States,489ce91b-6658-3307-9877-795b68554c98,Richmond,afaa40c1-2e11-4a9b-9a33-ff0603e3e312,,,Aimee Elizabeth Mann | Aimee Man,alternative rock | rock | classic pop and rock | pop/rock | singer-songwriter | singer/songwriter,0000000114761589,00126090203,2,1,False,False,False,False,True,False,ok,1000776.0,21962437.0,https://www.last.fm/music/Aimee+Mann,mbid,2026-01-28 22:27:30.725322+00:00
1231,92bb085a-2924-4479-b627-181a1835d2f5,植松伸夫,"Uematsu, Nobuo",Person,Male,"video game, film & anime composer known for Final Fantasy",1959.0,3.0,21.0,,,,Japan,2db42837-c832-3c27-b4a3-08198f75693c,Kōchi,e3313fe1-7241-4d65-99a0-22c54771c48b,,,? ?~?8?+ | Final Fantasy | Final Fantasy VII | Final Fantasy VIII | Nabuo Uematsu | Nobou Uematsu | Nobuo Uemacu | Nobuo Uematsu | Nobuo Uemetsu | Nobuo-Uematsu | SquareSoft (Nobuo Uematsu) | UEMATSU Nobuo | Uematsu | Video Game Soundtrack/Nobou Uematsu | æ¤æ¾ä¼¸å¤« | Νομπούο Ουεμάτσου | Нобуо Уэмацу | نوبوؤو أويماتسو | نوبوو اوئماتسو | โนบูโอะ อูเอมัตสึ | うえまつ のぶお | うえまつのぶお | ノビヨ | 植松 伸夫 | 植松伸夫 | 노부오 우에마츠 | 우에마쓰 노부오,electronic | final fantasy | japanese | orchestral | symphonic rock | modern classical | vgm | video game music | 16-bit | chiptune | cinematic classical | composer | conductor | game | japanese classical | japanese vgm | metal | neo-classical metal | new age | orchestral music | orchestral soundtrack | progressive rock | rock | sequencer & tracker | soundtrack | video game,0000000081412947,00168215173,1,1,True,False,True,False,True,False,ok,261601.0,24849270.0,https://www.last.fm/music/%E6%A4%8D%E6%9D%BE%E4%BC%B8%E5%A4%AB,mbid,2026-01-28 22:27:30.725322+00:00
1315,679ec43c-bc04-4bb0-b619-2da702a214ba,James Horner,"Horner, James",Person,Male,American score composer,1953.0,8.0,14.0,2015.0,6.0,22.0,United States,489ce91b-6658-3307-9877-795b68554c98,Los Angeles,1f40c6e1-47ba-4e35-996f-fe6ee5840e62,Santa Barbara,f12f47f9-daf9-4eec-a30e-e8a9e9bd4124,Horner | J. Horner | James Hornel | James Horner | James Horner & Orchestra | James Roy Horner | ホーナー,soundtrack | classical | contemporary classical | academy award winner | american | easy listening soundtracks and musicals | film composer | score | star trek soundtracks,0000000121196004,00076160186,5,5,False,False,True,False,False,False,ok,921398.0,20318216.0,https://www.last.fm/music/James+Horner,mbid,2026-01-28 22:27:30.725322+00:00
1316,884ee438-f185-4b2c-b23b-f96886bdc91f,Trevor Rabin,"Rabin, Trevor",Person,Male,South African musician and score composer,1954.0,1.0,13.0,,,,South Africa,50cc7852-862e-30ae-aa82-385fe7135b7f,Johannesburg,291777c2-c48d-4002-9a0d-c7f87fea5c2b,,,Charles Rabin | Rabin | Trevon Rabin | Trevor Charles | Trevor Charles Rabin | Trevor Rabin | Trevor Rabinn | Trevor Rabyn | Trevor Raebin | Trevor Robin | Trevor Rubin,progressive rock | rock | soundtrack | south african,0000000114501517,00039049672 | 00143392483,1,1,False,False,True,False,True,False,ok,248077.0,2683241.0,https://www.last.fm/music/Trevor+Rabin,mbid,2026-01-28 22:27:30.725322+00:00
1332,bf24ca37-25f4-4e34-9aec-460b94364cfc,Shakira,Shakira,Person,Female,Colombian singer-songwriter,1977.0,2.0,2.0,,,,Colombia,02b60d8d-7164-339d-868d-22d147d9f74a,Barranquilla,c75b683f-3238-4fc8-b5ca-1883ab911561,,,Shaki | Shakira Isabel Mebarak Ripoll | 夏奇拉,pop | latin pop | pop rock | latin | alternative | atlantico | barranquilla | classic pop and rock | colombia | colombian | dance-pop | electropop | merengue | nuno | rock | spanish,0000000116252147 | 0000000132386436,00353347465 | 00353347661,1,1,False,False,False,True,True,True,ok,4757326.0,173799054.0,https://www.last.fm/music/Shakira,mbid,2026-01-28 22:27:30.725322+00:00
1338,db403e3d-4753-45d6-8fcb-94db03e882e1,Jerry Goldsmith,"Goldsmith, Jerry",Person,Male,American score composer,1929.0,2.0,10.0,2004.0,7.0,21.0,United States,489ce91b-6658-3307-9877-795b68554c98,Pasadena,56e1c305-859d-4fbb-8a7c-6e45e1b8ebf1,Beverly Hills,73d8cbdd-3149-4cb6-a36d-1ef2036a8b88,Gerry Goldsmith | Goldsmith | J. Goldsmith | Jerrald Goldsmith | Jerrald King | Jerrald King Goldsmith | Jerri Goldsmith | Jerry Goldsmidth | Jerry Goldsmit | Jerry Goldsmith | Jerry Goldtsmith | Jerry Golsmith | Jerry Goltsmith | Jery Goldsmith | King Goldsmith,soundtrack | academy award winner | american | cinematic classical | composer | film composer | score | star trek soundtracks,0000000108964339,00012178025 | 00012178123,2,2,False,False,True,False,False,False,ok,539570.0,8600747.0,https://www.last.fm/music/Jerry+Goldsmith,mbid,2026-01-28 22:27:30.725322+00:00
1528,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,Grateful Dead,Grateful Dead,Group,,,1965.0,,,1995.0,,,United States,489ce91b-6658-3307-9877-795b68554c98,Palo Alto,865e1aac-afed-44d2-8164-b71468328fcd,,,Greatful Dead | Greatfull Dead | The Grateful Dead,rock | psychedelic rock | folk rock | jam band | roots rock | blues rock | classic rock | country rock | pop rock | american | blues | folk | grateful dead | grateful dead berkley | jam | psychedelic | rnb | rock and roll,0000000106673175,,1,1,False,True,False,True,True,True,ok,1405139.0,65937904.0,https://www.last.fm/music/Grateful+Dead,mbid,2026-01-28 22:27:30.725322+00:00
1606,63e8d6f9-e247-45c9-aaf2-e079cddbdd54,Billy Ray Cyrus,"Cyrus, Billy Ray",Person,Male,,1961.0,8.0,25.0,,,,United States,489ce91b-6658-3307-9877-795b68554c98,Flatwoods,2f01beea-d788-4bf9-a72f-1982ad37935a,,,Billy Ray Cirus | ビリー・レイ・サイラス,country | pro trump | classic pop and rock,0000000078397803,00125684076,1,1,False,False,False,False,False,True,ok,386660.0,2663293.0,https://www.last.fm/music/Billy+Ray+Cyrus,mbid,2026-01-28 22:27:30.725322+00:00
